first_name,salary,sex,age,dob,country,job,review,sentiment,longitude,latitude
Suzanne,121556,F,65,1955-02-09,Tajikistan,"Therapist, art",Else American back interview hospital. Focus week note cut.,Neutral,-123.790468,-10.542684
Joel,165176,F,61,1959-12-26,Belize,Hydrogeologist,Fire piece inside quite score run. Art end American apply vote.,Neutral,110.206332,-86.3384695
Kevin,128121,F,3,2017-06-20,Lesotho,"Physicist, medical",Author kind attention establish. Per nothing concern skin.,Neutral,-41.005139,-67.0979575
Jennifer,82662,M,4,2016-08-04,Gibraltar,Waste management officer,Run contain news land society artist. Wish both property participant.,Negative,-90.486221,-24.01756
Michelle,127149,F,106,1914-03-13,Fiji,"Engineer, petroleum",My try after another produce bed. Matter he cold house court theory.,Positive,-106.493784,-42.8584425
Robert,51899,F,59,1961-03-08,Belize,Theatre manager,Fly next threat behind. Represent consumer imagine feel agreement among.,Neutral,159.240449,68.9489095
Deanna,143629,F,23,1997-11-13,Fiji,Theatre manager,Firm whole break life event practice several health.,Neutral,-25.610775,10.9031345
Jonathan,36235,F,31,1989-07-21,Gibraltar,Catering manager,Me chair blood. Fly resource raise could. Focus large produce care.,Negative,-96.001169,-84.1341995
Joshua,227203,F,13,2007-04-19,Belize,Lexicographer,Fire box traditional. Bag political image that. Which pass increase bar sort.,Neutral,62.261275,36.5299655
Darren,218975,M,78,1942-08-01,Belize,Theatre manager,More dream paper analysis expect.,Positive,88.07298,-89.950166
Christy,131406,M,19,2001-02-22,Fiji,"Programmer, applications",Focus gas attack policy person beat car. Decide its country design.,Negative,-153.872627,40.88992
Jacob,205381,M,13,2007-07-12,Tajikistan,Lexicographer,Score college able way face final.,Positive,60.729978,-80.3930985
Brian,177246,F,61,1959-03-08,Belize,Theatre manager,Open glass subject everybody. Off born leave feel.,Positive,-174.165199,28.7729765
Nicole,67692,M,36,1984-12-20,Lesotho,Theatre manager,Yourself hospital unit team shoulder building.,Positive,-20.457219,-77.8248675
Scott,170782,F,2,2018-11-25,Lesotho,Theatre manager,I Democrat where do man quickly. Feeling firm authority black.,Negative,118.967234,-71.795372
Amy,146936,M,85,1935-01-20,Tajikistan,Theatre manager,Safe news agent yes specific reach agree.,Neutral,-14.586635,-51.9535635
Joshua,41486,M,31,1989-04-14,Tajikistan,Lexicographer,Can peace bar friend really. Plant whole month window would from.,Neutral,21.538277,-37.882582
Robert,111239,F,59,1961-10-27,Tajikistan,"Physicist, medical",Perhaps process pretty more. Young plan really carry common hand ready.,Negative,104.661004,37.580834
Henry,100509,F,62,1958-04-27,Belize,"Physicist, medical",Gun build team national election response stand.,Positive,73.474207,23.7814475
Brady,243336,M,39,1981-06-01,Gibraltar,"Physicist, medical",Reality bed across environment back national while.,Positive,-151.627032,81.4576505
Kyle,199877,M,51,1969-09-23,Belize,Theatre manager,Dream drive book your. Newspaper deep spend nice system work.,Negative,159.287079,40.7044145
Jason,92442,F,0,2020-08-01,Belize,Lexicographer,Avoid single believe. If several movement strong that game use.,Positive,-38.480437,-57.3919995
Kayla,129505,M,34,1986-02-26,Belize,Lexicographer,Whether candidate appear attack institution whose.,Positive,-20.3089,-64.5003845
Amber,232889,M,32,1988-04-16,Fiji,Hydrogeologist,Family pressure along sit. Mother impact hot education.,Positive,110.333139,-16.231843
Amy,222163,M,93,1927-04-27,Gibraltar,Waste management officer,Laugh someone president hair a never executive.,Neutral,118.640918,-79.28957
Samantha,66880,M,14,2006-07-24,Belize,Hydrogeologist,Participant your many song clear specific oil.,Negative,25.957598,17.088915
Corey,53397,M,9,2011-05-06,Gibraltar,Waste management officer,She continue speak case accept responsibility.,Negative,160.859278,-24.1158175
Dorothy,119929,F,54,1966-05-02,Tajikistan,Lexicographer,Official election bed trip quickly stage likely.,Negative,95.787281,13.5604295
Natasha,211095,F,51,1969-03-08,Lesotho,"Engineer, petroleum",Its how recent administration rule myself.,Neutral,-78.222274,30.804138
Charles,103970,M,91,1929-11-16,Gibraltar,Lexicographer,Yard answer summer paper son. Would receive point build wear prove.,Neutral,-69.279614,-30.708411
Kyle,244404,F,89,1931-02-01,Fiji,"Therapist, art",Practice decade team first state hit act.,Negative,77.318562,55.4396165
Jennifer,104154,M,81,1939-01-21,Gibraltar,Waste management officer,Leave guy tonight what maintain fall many unit.,Negative,-107.768633,68.289754
John,133355,F,50,1970-10-01,Fiji,"Programmer, applications",Sit population tough system mother. Tv form window like would.,Positive,9.731003,80.522899
Jane,235584,F,6,2014-09-04,Belize,"Physicist, medical",Run themselves spend somebody collection into field.,Positive,101.312235,-25.70323
Alejandra,113256,F,75,1945-05-05,Tajikistan,"Engineer, petroleum",Head nation born computer agree age opportunity.,Negative,162.501252,-12.992873
Kendra,53441,F,20,2000-04-30,Lesotho,Hydrogeologist,Participant a stay language party head.,Negative,-59.000469,-0.0628915
Christopher,96121,F,77,1943-11-19,Belize,"Therapist, art",Bit audience into quickly. Least law activity else.,Negative,-114.396399,75.427769
Kara,182837,F,113,1907-02-28,Lesotho,"Engineer, petroleum",Want those data. His science not inside body he.,Neutral,-75.908799,19.7976245
Robert,53766,F,98,1922-09-07,Lesotho,"Therapist, art",Later my party end anyone. Society voice dream large.,Positive,-14.429935,-4.788966
Brianna,30315,F,33,1987-04-11,Gibraltar,Hydrogeologist,Standard return allow yourself. Yeah sing should bit bill artist glass.,Negative,130.241184,-48.964001
Laura,144341,M,19,2001-12-08,Tajikistan,"Therapist, art",Defense realize view almost low near hundred.,Neutral,147.514448,0.2414535
Michael,166089,F,69,1951-02-26,Tajikistan,"Therapist, art",Adult least much customer already. Collection ok dark according trade.,Neutral,42.814943,28.585446
Jenna,235427,M,34,1986-01-02,Fiji,"Therapist, art",Trial image music. Color source account official forget sister recently minute.,Neutral,-106.138953,-52.2362665
Jeffrey,133600,F,43,1977-03-04,Gibraltar,Catering manager,Prevent speech occur may.,Neutral,139.182171,-35.903741
Troy,218357,M,109,1911-01-28,Belize,"Engineer, petroleum",Try modern expert around half everybody kind.,Neutral,20.531203,-4.364665
Christopher,116856,M,11,2009-04-26,Tajikistan,Waste management officer,Face walk step kind claim work better. Find door without meeting organization.,Positive,-94.146481,32.2271535
Thomas,67614,F,105,1915-04-28,Gibraltar,"Programmer, applications",Way analysis have those education sure. Until television throughout bar mind.,Positive,-123.471974,48.826535
Alyssa,173689,M,91,1929-02-06,Fiji,"Programmer, applications",Common happen open likely environmental wear major.,Negative,99.302417,-43.414633
Nicholas,185530,M,82,1938-02-04,Belize,"Physicist, medical",Turn while ago tough five. Card method capital say.,Negative,-75.244234,5.4865675
Richard,227090,F,36,1984-03-09,Gibraltar,Hydrogeologist,Son political north how oil responsibility. State political go adult.,Negative,-5.595775,67.3259915
Cody,246684,F,105,1915-06-23,Belize,"Programmer, applications",Yeah science marriage every notice. Involve lay either seven.,Neutral,25.259314,29.4478535
Robin,185032,M,58,1962-01-03,Belize,"Therapist, art",None country force little her whom. True police call both table learn outside.,Negative,-138.960324,49.0644365
Kristina,96638,M,74,1946-03-25,Gibraltar,"Engineer, petroleum",Could analysis there set. Color dream agree find strategy.,Negative,-138.703173,-78.49361
Catherine,81716,M,5,2015-08-01,Belize,Catering manager,Guess hit manager not prove see. Little certainly sing peace. Gun present half.,Positive,-173.242236,-58.3999155
Jennifer,197831,F,50,1970-09-18,Lesotho,Hydrogeologist,Half north throughout fish money who probably.,Positive,-160.27786,34.781348
Randall,236013,F,55,1965-03-06,Tajikistan,Waste management officer,Report dinner ten glass his. Compare always behavior section technology most.,Positive,-94.992753,3.137943
Adam,227617,F,46,1974-12-18,Gibraltar,Catering manager,Just seem side hear education return collection describe.,Negative,-97.010758,-56.0293655
Jennifer,215446,F,109,1911-07-05,Belize,"Programmer, applications",Serious college join test. Daughter onto television weight.,Neutral,84.276832,-37.22046
Ronald,38113,F,84,1936-11-20,Lesotho,Theatre manager,Charge moment inside lose against. Near industry west. Him effect over since.,Neutral,-146.642158,9.0389805
Stephanie,119698,M,16,2004-03-12,Lesotho,Hydrogeologist,Finally religious make plant own wonder.,Positive,-130.391324,85.7864945
Haley,120414,F,51,1969-09-01,Lesotho,"Engineer, petroleum",Dinner cup stand window prepare. Big break five front end.,Positive,-10.940752,23.6640425
Barbara,119535,F,66,1954-02-22,Tajikistan,"Engineer, petroleum",Management effort boy fact red play not. Growth foot indicate kid account.,Negative,-104.815789,1.4411095
Stephen,96088,M,42,1978-09-22,Belize,Catering manager,Already less list piece they wait. Learn hot final lead draw stock year create.,Neutral,15.876568,-48.550768
Michael,187540,F,103,1917-02-22,Gibraltar,"Physicist, medical",Republican blood believe itself. Hour chance collection somebody.,Positive,-57.312729,-84.880127
Brittany,165696,M,68,1952-08-29,Lesotho,"Therapist, art",Tend skin tree now and. Bed realize agent near leader director.,Positive,153.125355,-88.6426125
Joseph,145373,F,36,1984-04-02,Tajikistan,Lexicographer,Form since real agreement. Lay size entire.,Positive,-55.715821,-86.8408275
Julie,34369,M,58,1962-02-10,Lesotho,Theatre manager,Bank international former consumer. Issue hot eight among project say.,Neutral,-24.085846,1.043285
Wayne,164171,M,102,1918-10-27,Fiji,Waste management officer,Prevent serve available medical. Usually within eight parent third.,Neutral,117.372336,34.7367625
Holly,173824,M,83,1937-04-27,Tajikistan,Catering manager,Event not ground star. Political involve become explain.,Neutral,62.861038,16.8408095
Lauren,182000,M,33,1987-04-17,Belize,"Programmer, applications",Kid but rise parent firm message long. Moment something on official cell.,Positive,150.221678,-47.0759835
Lisa,165652,M,58,1962-12-08,Tajikistan,"Physicist, medical",Grow get know expect. Place art relate. Democratic candidate stop firm.,Negative,-126.995542,40.292486
Jack,197363,F,55,1965-04-10,Gibraltar,"Programmer, applications",Though around yeah remember worker design. Explain type middle door have tax.,Neutral,64.511197,85.8108025
Patrick,211744,F,82,1938-07-10,Fiji,"Therapist, art",Response appear simply different American.,Neutral,-8.709672,58.608636
Stephanie,126077,M,64,1956-08-26,Lesotho,Waste management officer,Rate measure choose society crime. Budget lawyer safe scientist guy.,Neutral,66.897643,21.8606905
Gregory,87040,M,60,1960-04-10,Belize,Theatre manager,Moment economic check one worry all. Action dark end expect trade.,Negative,100.75657,-67.6280895
Samantha,84971,M,97,1923-09-04,Gibraltar,Catering manager,Increase three nor own site. Suddenly environment against.,Neutral,-90.982034,-14.1224875
Krista,134365,M,35,1985-06-09,Gibraltar,"Engineer, petroleum",Lose feel cup seven. Manage hand purpose report tonight also inside.,Negative,134.686881,63.4258765
John,81453,F,95,1925-08-11,Lesotho,Waste management officer,Kind dark face writer before. So for you success in daughter hope.,Negative,-86.645291,72.064897
Donna,163145,F,13,2007-07-20,Belize,Lexicographer,Foot example certain simple traditional team.,Positive,-119.447339,-15.7848145
Harry,163252,M,48,1972-03-03,Fiji,Lexicographer,Door collection as decade. Born kitchen mother really.,Positive,104.604321,-25.071223
Ashley,145989,F,61,1959-12-08,Tajikistan,"Engineer, petroleum",Many foot or similar imagine.,Positive,-153.582241,9.441691
Vincent,81846,M,68,1952-11-15,Tajikistan,"Engineer, petroleum",Best information his north particular.,Neutral,-8.461479,-16.195241
Shannon,136521,M,30,1990-08-14,Belize,"Programmer, applications",Surface term sell this Congress usually news you.,Positive,-89.825088,62.1235605
Tracy,88112,M,112,1908-11-26,Fiji,"Therapist, art",Party last situation choose. Week next including provide but.,Positive,77.168669,89.6685505
James,249323,F,79,1941-08-29,Tajikistan,"Therapist, art",What no describe. Dark service church study wait current nearly.,Negative,-139.7231,9.154639
Shane,182500,M,45,1975-08-25,Tajikistan,Hydrogeologist,Doctor mean house. Huge many public air. Interest only catch past.,Negative,-67.815749,-21.0123315
Aaron,110513,F,27,1993-02-09,Belize,"Programmer, applications",Red president rule fall. Friend doctor happen soon hard green station.,Neutral,-144.019896,41.826104
